"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3130000","CDFI2260032016000002","20160607","","01","영업/정상","13","영업중","","","","","02  332 0061","","","서울특별시 마포구 서교동 447-1번지 ","서울특별시 마포구 월드컵북로 31 (서교동)","04001","원앤온니에이엠씨","20180208182607","I","2018-08-31 23:59:59.0","","192736.935397287    ","450550.232656274    ","관광숙박업","","일반주거지역","19","주택가주변","","150","호텔","14","5","150","18411","One&Only AMC","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","18410.72","","","","","","","","","50000000","","","","18411","관광호텔업"
"3130000","CDFI2260032017000003","20171229","","01","영업/정상","13","영업중","","","","","3704-8465","","","서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어","서울특별시 마포구 마포대로 92 효성해링턴 스퀘어 (도화동)","04168","글래드호텔 마포","20210108092205","U","2020-11-30 23:00:00.0","","195616.580723896","448973.867131637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032015000001","20150826","","01","영업/정상","13","영업중","","","","","69799000","","","서울특별시 마포구 도화동 570번지 ","서울특별시 마포구 마포대로 83 (도화동)","04156","신라스테이 마포","20180208182433","I","2018-08-31 23:59:59.0","","195484.919869451    ","448958.582313523    ","관광숙박업","","일반상업지역","28","","","383실","숙박시설","24","4","383","18470","Shiila Stay Mapo","Tourist Hotel","","","","","","","","18470.19","","","","","","","","","989000000000","","","","18470","관광호텔업"
"3130000","CDFI2260032017000002","20170630","","01","영업/정상","13","영업중","","","","","0505-068-7207","","","서울특별시 마포구 노고산동 1-74","서울특별시 마포구 신촌로 152 (노고산동)","04104","에이치에비뉴 호텔 이대점","20201012125138","U","2019-10-30 23:04:00.0","","194856.148175113","450442.424814188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260031979000001","19790802","","01","영업/정상","13","영업중","","","","","02-717-9441","","","서울특별시 마포구 도화동 169-1","서울특별시 마포구 마포대로 58 (도화동 가든호텔)","04168","(주)서울가든","20210224103227","U","2020-12-01 22:06:00.0","","195366.504486477","448716.823596557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032001000001","20010511","","03","폐업","03","폐업","20201127","","","","3143-4595","","","서울특별시 마포구 서교동 377-1","서울특별시 마포구 잔다리로 67 (서교동 유양관광호텔)","04034","호텔야자","20201127100547","U","2019-10-31 22:09:00.0","","192584.698023412","450151.420026822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032014000002","20141210","","01","영업/정상","13","영업중","","","","","332-2333","","121210","서울특별시 마포구 서교동 351-29번지 ","서울특별시 마포구 동교로 162-7 (서교동)","04031","호텔 디오레","20180221101933","I","2018-08-31 23:59:59.0","","192893.333078404    ","450367.063858996    ","관광숙박업","","근린상업지역","12","기타","","38실","숙박시설","9","3","38","1256","Hotel The Ore","Tourist Hotel","","","","","","","","1255.7","","","","","","","","","1544000000","","","","1256","관광호텔업"
"3130000","CDFI2260032013000002","20130205","","01","영업/정상","13","영업중","","","","","326-5801","","121893","서울특별시 마포구 서교동 373-9번지 ","서울특별시 마포구 양화로 86 (서교동)","04043","호텔 더 디자이너스 홍대","20181024111345","U","2018-10-26 02:36:00.0","","192647.075671686    ","449962.851191072    ","관광숙박업","","준주거지역","18","","","80실","호텔","15","3","80","3868","HOTEL THE DESIGNERS HONGDAE","TOURIST HOTEL","","","","","","","","3868","","","","","","","","","21750000000","","","","3868","관광호텔업"
"3130000","CDFI2260032012000002","20121018","","01","영업/정상","13","영업중","","","","","336-0001","","121843","서울특별시 마포구 성산동 52-12번지 ","서울특별시 마포구 월드컵북로 120 (성산동)","03972","더 엠 호텔","20180208182046","I","2018-08-31 23:59:59.0","","192282.955607289    ","451304.996932629    ","관광숙박업","","일반주거지역","12","기타","","56실","호텔","10","2","56","3052","THE M HOTEL","Tourists Accommodation(Family Hotel)","","","","","","","","3043.28","","","","","","","","","3000000000","","","","3043","가족호텔업"
"3130000","CDFI2260032012000001","20120308","","03","폐업","03","폐업","20180226","","","","6220-4000","","121807","서울특별시 마포구 노고산동 57-26번지 ","서울특별시 마포구 서강로 137 (노고산동)","04058","까사빌 신촌 서울","20180226151705","I","2018-08-31 23:59:59.0","","194237.345664459    ","450263.50766141     ","관광숙박업","","상업지역","20","","","'3층~14층영업중183실'","숙박시설","14","","183","12883","CasaVille Shinchon Seoul","TOURIST ACCOMMODATION (FAMILY HOTEL)","","","","","","","","4123.05","","","","","","","","","2000000000","","","","4123","가족호텔업"
"3130000","CDFI2260032004000001","20040413","","03","폐업","03","폐업","20171130","","","","330-7777","","121838","서울특별시 마포구 서교동 354-5번지 ","서울특별시 마포구 양화로 130 (서교동)","","(주)아주호텔서교","20171201091227","I","2018-08-31 23:59:59.0","","192971.947727746    ","450243.232547428    ","관광숙박업","관광사업","","","","","","","","","135","","'Aju Hotel Seokyo Co. LTD.'","TOURIST HOTEL","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3130000","CDFI2260031999000001","19990726","","03","폐업","03","폐업","20040422","","","","332-1122","","121885","서울특별시 마포구 합정동 381-17번지 ","","","서서울관광호텔","20040423162324","I","2018-08-31 23:59:59.0","","","","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032018000004","20180827","","01","영업/정상","13","영업중","","","","","02-868-7700","","","서울특별시 구로구 가리봉동 135-25 구로 제이에스 호스텔","서울특별시 구로구 남부순환로105길 32 구로 제이에스 호스텔 (가리봉동)","08395","구로 제이에스 호스텔","20210517110415","U","2020-12-04 23:09:00.0","","190289.173314581","441929.798809285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032016000001","20160121","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 72-1번지 ","'서울특별시 강서구 화곡로 248-13 (화곡동 필호스텔)'","07678","필호스텔","20200401174708","U","2020-04-03 02:40:00.0","","186358.332102311    ","449480.163884546    ","관광숙박업","","일반상업지역","6","학교정화(상대)","","현대해상화재","호텔","5","1","28","","FILL HOSTEL","TOURIST HOSTEL","","","","","","","","980.74","","","","","","","","","","","","","981","호스텔업"
"3150000","CDFI2260032014000002","20140901","","03","폐업","03","폐업","20181001","","","","","","157011","서울특별시 강서구 화곡동 924-22번지 ","서울특별시 강서구 월정로20길 56 (화곡동)","07776","레인보우 관광호텔","20181006142107","U","2018-11-03 04:00:00.0","","185926.230742895    ","447510.515881586    ","관광숙박업","","","12","","","","","11","1","","","","","","","","","","","","3783.65","","","","","","","","","","","","","3784","관광호텔업"
"3150000","CDFI2260031988000001","19880730","","03","폐업","03","폐업","20191231","","","","02-2662-1113","","157811","서울특별시 강서구 공항동 11-21번지 ","서울특별시 강서구 공항대로 63 (공항동)","","에어포트관광호텔","20200102162606","U","2020-01-04 02:40:00.0","","183529.005183547    ","451027.590421816    ","관광숙박업","관광사업","준주거지역","6","기타","","","호텔","5","1","","3046","","","","","","","","","","3046.33","","","","","","","","","","","","","3046","관광호텔업"
"3150000","CDFI2260031989000001","19891206","","03","폐업","03","폐업","20200330","","","","3665-3000","","157862","서울특별시 강서구 염창동 260번지 ","서울특별시 강서구 공항대로 653-30 (염창동)","","리버파크관광호텔","20200330160151","U","2020-04-01 02:40:00.0","","189172.250232972    ","449594.160970902    ","관광숙박업","관광사업","","12","","","","","9","3","","","","","","","","","","","","5885.74","","","","","","","","","","","","","5886","관광호텔업"
"3150000","CDFI2260031999000001","19990726","","03","폐업","03","폐업","20180312","","","","","","157928","서울특별시 강서구 화곡동 1110번지 ","서울특별시 강서구 화곡로 354-3 (화곡동)","","호텔 노스탈자","20180410094805","I","2018-08-31 23:59:59.0","","186908.920793249    ","450297.393074396    ","관광숙박업","관광사업","","9","","","","","7","2","","","","","","","","","","","","4619.39","","","","","","","","","","","","","4619",""
"3150000","CDFI2260032001000001","20010310","","03","폐업","03","폐업","20060928","","","","","","157869","서울특별시 강서구 화곡동 73-49번지 ","서울특별시 강서구 화곡로 254  (화곡동)","","티파니관광호텔","20061002184355","I","2018-08-31 23:59:59.0","","186352.550070658    ","449495.06576488     ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032002000001","20020411","","03","폐업","03","폐업","20160630","","","","2605-0075","","157928","서울특별시 강서구 화곡동 1111-7번지 ","서울특별시 강서구 화곡로 342 (화곡동)","","뉴리젠트호텔","20160707102625","I","2018-08-31 23:59:59.0","","186834.234500517    ","450221.185293857    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032003000001","20030429","","03","폐업","03","폐업","20160831","","","","2651-1389","","157836","서울특별시 강서구 등촌동 505-2번지 ","서울특별시 강서구 공항대로 516  (등촌동)","","그린월드관광호텔","20160906083746","I","2018-08-31 23:59:59.0","","187851.415781065    ","449900.510297141    ","관광숙박업","관광사업","","11","","","","","8","3","","","","","","","","","","","","3470.94","","","","","","","","","","","","","3471",""
"3150000","CDFI2260032003000002","20031113","","03","폐업","03","폐업","20160630","","","","","","157928","서울특별시 강서구 화곡동 1111-7번지 ","서울특별시 강서구 화곡로 342  (화곡동)","","뉴리젠트호텔","20160707102109","I","2018-08-31 23:59:59.0","","186834.234500517    ","450221.185293857    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032009000001","20091230","","01","영업/정상","13","영업중","","","","","02-2666-0157","","157290","서울특별시 강서구 외발산동 280-1번지 ","서울특별시 강서구 남부순환로 190 (외발산동)","","호텔 디아망","20200401173511","U","2020-04-03 02:40:00.0","","183962.828662192    ","449599.177635822    ","관광숙박업","","","6","","","KB손해보험","","4","2","36","","","","","","","","","","","2929.61","","","","","","","","","10200000000","","","","2930","관광호텔업"
"3150000","CDFI2260032011000001","20110720","","01","영업/정상","13","영업중","","","","","02-2602-6002","","157910","서울특별시 강서구 화곡동 918-23번지 외 2필지 ","'서울특별시 강서구 곰달래로 108 (화곡동외 2필지)'","","호텔에스","20200401173614","U","2020-04-03 02:40:00.0","","186202.178143443    ","447567.06883048     ","관광숙박업","","","13","","","","","10","3","88","","HOTEL S","TOURIST HOTEL","","","","","","","","6450.74","","","","","","","","","4983800000","","","","6451","관광호텔업"
"3150000","CDFI2260032011000002","20111130","","01","영업/정상","13","영업중","","","","","02-6116-1000","","","서울특별시 강서구 방화동 886번지 외 6필지 ","서울특별시 강서구 하늘길 38 (방화동)","07505","(주)호텔롯데 롯데시티호텔 김포공항","20200401173742","U","2020-04-03 02:40:00.0","","182524.823835629    ","451438.25089679     ","관광숙박업","","일반주거지역","","기타","","","호텔","9","5","197","","'CO HOTEL LOTTE LOTTE CITY HOTEL GIMPO AIRPORT'","TOURIST HOTEL","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3150000","CDFI2260032012000001","20121031","","01","영업/정상","13","영업중","","","","","2660-9125","","157290","서울특별시 강서구 외발산동 426번지 ","서울특별시 강서구 방화대로 94 (외발산동)","07506","메이필드 호텔","20190429104324","U","2019-05-01 02:40:00.0","","183863.692502412    ","449443.610735042    ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3150000","CDFI2260032003000005","20030325","","04","취소/말소/만료/정지/중지","35","직권말소","20150511","","","","","","157290","서울특별시 강서구 외발산동 282-2번지 ","서울특별시 강서구 남부순환로 188 (외발산동)","","붐 관광호텔","20160512100539","I","2018-08-31 23:59:59.0","","183993.393147385    ","449605.865701793    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032003000004","20030325","","01","영업/정상","13","영업중","","","","","02-2662-1566","","157290","서울특별시 강서구 외발산동 282-2번지 ","서울특별시 강서구 남부순환로 188 (외발산동)","","넘버25호텔 김포공항점","20200401173003","U","2020-04-03 02:40:00.0","","183993.393147385    ","449605.865701793    ","관광숙박업","관광사업","","8","","","","","6","2","50","","","","","","","","","","","3196.41","","","","","","","","","","","","","3196","관광호텔업"
"3150000","CDFI2260032003000003","20030227","","01","영업/정상","13","영업중","","","","","02-2604-9229","","157928","서울특별시 강서구 화곡동 1110-3번지 ","서울특별시 강서구 화곡로 354-10 (화곡동)","","칼튼 관광호텔","20200401172820","U","2020-04-03 02:40:00.0","","186892.947389352    ","450261.991363534    ","관광숙박업","관광사업","일반상업지역","11","유흥업소밀집지역","","","호텔","8","3","64","","","","","","","","","","","6141.79","","","","","","","","","","","","","6142","관광호텔업"
"3150000","CDFI2260032008000001","20081029","","03","폐업","03","폐업","20210908","","","","02-2605-1700","","157910","서울특별시 강서구 화곡동 921-6","서울특별시 강서구 곰달래로 72 (화곡동)","","호텔 타워","20210909112701","U","2020-12-08 23:01:00.0","","185863.097607353","447532.962112156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032002000002","20020706","","01","영업/정상","13","영업중","","","","","02-2660-9000","","157290","서울특별시 강서구 외발산동 426","서울특별시 강서구 방화대로 94 (외발산동)","","메이필드호텔","20211015131519","U","2020-10-30 23:07:00.0","","183863.692502412","449443.610735042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260031997000001","19970726","","01","영업/정상","13","영업중","","","","","02-3664-2233","","157862","서울특별시 강서구 염창동 259-2번지 ","서울특별시 강서구 양천로 743 (염창동)","","나이아가라관광호텔","20200401172731","U","2020-04-03 02:40:00.0","","189200.147733153    ","449654.951038959    ","관광숙박업","관광사업","준주거지역","16","주택가주변","","","호텔","12","4","98","","BEST WESTERN NIAGARA HOTEL","TOURIST HOTEL","","","","","","","","9686.35","","","","","","","","","","","","","9686","관광호텔업"
"3150000","CDFI2260032013000003","20130925","","01","영업/정상","13","영업중","","","","","02-3397-2000","","157040","서울특별시 강서구 염창동 260-7번지 ","서울특별시 강서구 공항대로 663 (염창동)","07557","골든서울호텔","20200401174212","U","2020-04-03 02:40:00.0","","189152.269637156    ","449524.540786105    ","관광숙박업","","","18","","","","","15","3","260","","","","","","","","","","","12800.1","","","","","","","","","","","","","12800","관광호텔업"
"3180000","CDFI2260031997000001","19970303","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150870","서울특별시 영등포구 여의도동 13-3번지 ","서울특별시 영등포구 국회대로76길 16  (여의도동)","","맨하탄단란주점","20100315170842","I","2018-08-31 23:59:59.0","","193019.645823279    ","447560.162310375    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3020000","CDFI2260032017000002","20170929","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969번지","서울특별시 용산구 청파로20길 95 (한강로3가 서울드래곤시티)","04372","(주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산","20200610131623","U","2019-12-05 23:02:00.0","","196610.663839509","447742.348636253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032016000002","20161229","","01","영업/정상","13","영업중","","","","","02-2642-6200","","","서울특별시 강서구 등촌동 505-7번지 ","서울특별시 강서구 공항대로 518 (등촌동)","07591","스탠다드호텔","20200401174915","U","2020-04-03 02:40:00.0","","187875.483372424    ","449872.25932155     ","관광숙박업","","준주거지역","14","기타","","삼성화재","호텔","11","3","50","","","","","","","","","","","2913.08","","","","","","","","","3000000000","","","","2913","관광호텔업"
"3150000","CDFI2260032014000003","20141125","","01","영업/정상","13","영업중","","","","","02-2038-8000","","157930","서울특별시 강서구 등촌동 678-11번지 ","서울특별시 강서구 강서로 400 (등촌동)","07583","에스알호텔","20200401174429","U","2020-04-03 02:40:00.0","","185746.535          ","450996.145          ","관광숙박업","","준주거지역","16","학교정화(상대)","","","","14","2","82","","","","","","","","","","","4833.06","","","","","","","","","2400000000","","","","4833","관광호텔업"
"3150000","CDFI2260032018000002","20180503","","01","영업/정상","13","영업중","","","","","02-6946-7000","","","서울특별시 강서구 마곡동 766-1번지 메리어트호텔 ","'서울특별시 강서구 마곡중앙12로 10 메리어트호텔 (마곡동)'","07789","코트야드 메리어트 서울 보타닉파크","20200401175428","U","2020-04-03 02:40:00.0","","","","관광숙박업","","","17","","","","숙박시설","12","5","262","","","","","","","","","","","19080.03","","","","","","","","","9700000000","","","","19080","관광호텔업"
"3150000","CDFI2260032018000001","20180209","","01","영업/정상","13","영업중","","","","","02-2668-3600","","","서울특별시 강서구 마곡동 797-10번지 엠팰리체 701호","'서울특별시 강서구 마곡동로4길 15 엠팰리체 7층 701호 (마곡동)'","07803","호텔 엠펠리체","20200401175309","U","2020-04-03 02:40:00.0","","185377              ","450842              ","관광숙박업","","일반상업지역","17","기타","","","호텔","13","4","118","","","","","","","","","","","8501","","","","","","","","","2000000000","","","","8501","관광호텔업"
"3150000","CDFI2260032017000003","20171227","","01","영업/정상","13","영업중","","","","","02-2138-0051","","","서울특별시 강서구 염창동 20-85번지 ","'서울특별시 강서구 양천로65길 41-22 제이케이블라썸호텔 (염창동)'","07546","제이케이블라썸호텔","20200401175206","U","2020-04-03 02:40:00.0","","188239.336760938    ","450510.801870622    ","관광숙박업","","준공업지역","17","기타","","","호텔","15","2","336","11312","JK BLOSSOM HOTEL","","","","","","","","","11312","","","","","","","","","19300000000","","","","11312","관광호텔업"
"3150000","CDFI2260032013000002","20130225","","01","영업/정상","13","영업중","","","","","02-2605-1970","","157909","서울특별시 강서구 화곡동 905-8번지 ","서울특별시 강서구 강서로5나길 30 (화곡동)","07777","볼(Voll) 관광호텔","20200401174047","U","2020-04-03 02:40:00.0","","186374.27787759     ","447401.426813655    ","관광숙박업","","","15","","","","","13","2","54","","","","","","","","","","","3652.02","","","","","","","","","5500000000","","","","3652","관광호텔업"
"3150000","CDFI2260032013000001","20130114","","01","영업/정상","13","영업중","","","","","02-2602-6393","","157909","서울특별시 강서구 화곡동 904-6번지 ","서울특별시 강서구 곰달래로24길 35 (화곡동)","07778","드 어반 관광호텔","20200401173910","U","2020-04-03 02:40:00.0","","186440.443863809    ","447428.864448039    ","관광숙박업","","","14","","","","","11","3","46","","","","","","","","","","","3334.21","","","","","","","","","6000000000","","","","3334","관광호텔업"
"3160000","CDFI2260032017000001","20171110","","01","영업/정상","13","영업중","","","","","02-2162-2000","","","서울특별시 구로구 신도림동 432-30","서울특별시 구로구 경인로 624 (신도림동)","08213","라마다 서울 신도림 호텔","20210616154343","U","2020-12-05 23:08:00.0","","189791.332264607","444905.307821539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032016000001","20161006","","01","영업/정상","13","영업중","","","","","02-2229-5500","","","서울특별시 구로구 구로동 569-18 서울인관광호텔","서울특별시 구로구 새말로 20 서울인관광호텔 (구로동)","08292","코코모호텔","20201222134319","U","2019-11-01 22:04:00.0","","189616.936088565","444424.824149503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3190000","CDFI2260032020000001","20200902","","01","영업/정상","13","영업중","","","","","02-830-1616","","","서울특별시 동작구 사당동 144-17","서울특별시 동작구 사당로 297-3 (사당동)","07008","플렉스","20210602101909","U","2020-12-06 00:04:00.0","","198183.049703346","442555.99909338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032015000001","20150126","","01","영업/정상","13","영업중","","","","","02-2658-7440","","157839","서울특별시 강서구 등촌동 637-9","서울특별시 강서구 화곡로68길 116 (등촌동)","157839","베니키아서울호텔","20210906133827","U","2020-12-09 00:08:00.0","","187554.713371127","450514.96692719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032017000002","20170808","","03","폐업","03","폐업","20211012","","","","02-2660-9120","","","서울특별시 강서구 외발산동 426","서울특별시 강서구 방화대로 94 (외발산동 메이필드 스위트호텔)","07506","메이필드 스위트호텔","20211013094906","U","2020-10-30 23:05:00.0","","183863.692502412","449443.610735042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3180000","CDFI2260032014000002","20141127","","01","영업/정상","13","영업중","","","","","02-2620-8500","","150102","서울특별시 영등포구 양평동2가 40-5번지 ","서울특별시 영등포구 영등포로 9 (양평동2가)","07276","호텔 브릿지","20191231175515","U","2020-01-02 02:40:00.0","","189552.021760333    ","446847.704378567    ","관광숙박업","","준공업지역","13","학교정화(상대)","","","호텔","13","1","83","2519","","","","","","","","","","2519","","","","","","","","","","","","","2519","관광호텔업"
"3180000","CDFI2260032001000002","20010828","","02","휴업","02","휴업","","20010827","20020226","","786-2222","","150901","서울특별시 영등포구 영등포동2가 94-154번지 ","서울특별시 영등포구 버드나루로 23  (영등포동2가)","","라스베가스 관광호텔","20030418152839","I","2018-08-31 23:59:59.0","","192165.93453037     ","446508.000792709    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3160000","CDFI2260032019000003","20191010","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 가리봉동 127-7 가리봉 호스텔","서울특별시 구로구 디지털로19길 9 가리봉 호스텔 (가리봉동)","08387","가리봉 호스텔","20210907150306","U","2020-12-09 00:09:00.0","","190189.036566337","442005.296573287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3180000","CDFI2260031996000007","19961021","","03","폐업","03","폐업","20170829","","","","2672-3535","","","서울특별시 영등포구 영등포동2가 94-154번지 ","'서울특별시 영등포구 버드나루로 23 (영등포동2가 도도관광호텔)'","07253","도도관광호텔","20170829161458","I","2018-08-31 23:59:59.0","","192165.93453037     ","446508.000792709    ","관광숙박업","관광사업","","","","","","","","","55","4357","","","","","","","","","","4357.06","","","","","","","","","","","","","4357","관광호텔업"
"3180000","CDFI2260031998000004","19980620","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150868","서울특별시 영등포구 여의도동 10-3번지 ","서울특별시 영등포구 은행로 62  (여의도동)","","여의도관광호텔","20100315171053","I","2018-08-31 23:59:59.0","","193321.88651945     ","447552.076521358    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3180000","CDFI2260031998000003","19980618","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150868","서울특별시 영등포구 여의도동 10-3번지 ","서울특별시 영등포구 은행로 62  (여의도동)","","여의도관광(칵테일바)","20100315170916","I","2018-08-31 23:59:59.0","","193321.88651945     ","447552.076521358    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3180000","CDFI2260031998000002","19980304","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150870","서울특별시 영등포구 여의도동 13-3번지 ","서울특별시 영등포구 국회대로76길 16  (여의도동)","","맨하탄호텔터키베스","20100315170858","I","2018-08-31 23:59:59.0","","193019.645823279    ","447560.162310375    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3180000","CDFI2260031998000001","19980205","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150868","서울특별시 영등포구 여의도동 10-3번지 ","서울특별시 영등포구 은행로 62  (여의도동)","","여의도관광호텔","20100315170947","I","2018-08-31 23:59:59.0","","193321.88651945     ","447552.076521358    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3170000","CDFI2260032018000002","20180920","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 336-28","서울특별시 금천구 벚꽃로 182 (독산동)","08526","SI(에스아이)","20210413145525","U","2020-12-03 23:05:00.0","","190008.123794906","441016.561960417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3180000","CDFI2260032016000005","20161230","","01","영업/정상","13","영업중","","","","","02-2018-3700","","","서울특별시 영등포구 신길동 65-85","서울특별시 영등포구 영등포로 389 (신길동)","07318","셀립 여의","20210517152900","U","2020-12-04 23:09:00.0","","193001.202811156","445744.288122131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032019000002","20190905","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 가리봉동 131-53","서울특별시 구로구 디지털로19길 6-14 (가리봉동)","08388","스토리호스텔","20210928113058","U","2020-12-08 21:00:00.0","","190265.51915022","442043.305262935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032018000003","20180827","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 가리봉동 131-18 아단아","서울특별시 구로구 디지털로19길 6-8 아단아 (가리봉동)","08388","아단아","20210820150916","U","2020-12-07 22:02:00.0","","190241.658927066","442019.000152412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032014000002","20141218","","01","영업/정상","13","영업중","","","","","02-2683-9000","","152892","서울특별시 구로구 오류동 31-277","서울특별시 구로구 경인로 229 (오류동)","08267","호텔 베르누이","20210616154313","U","2020-12-05 23:08:00.0","","186313.367967351","443926.763932065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032014000001","20140721","","01","영업/정상","13","영업중","","","","","02-6210-1000","","","서울특별시 구로구 구로동 188-25 지밸리비즈플라자","서울특별시 구로구 디지털로 300 지밸리비즈플라자 (구로동)","08379","(주)호텔롯데 롯데시티호텔 구로","20210616154249","U","2020-12-05 23:08:00.0","","190779.824680954","442527.527966789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFI2260032017000001","20170529","","01","영업/정상","13","영업중","","","","","02-6021-8100","","","서울특별시 금천구 가산동 547-63","서울특별시 금천구 서부샛길 584 (가산동 골드리버관광호텔)","08505","골드리버관광호텔","20210902101433","U","2020-12-09 00:04:00.0","","189045.768055551","441806.212135891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3180000","CDFI2260031997000007","19971114","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150901","서울특별시 영등포구 영등포동2가 94-154번지 ","서울특별시 영등포구 버드나루로 23  (영등포동2가)","","라스베가스관광호텔","20100315171004","I","2018-08-31 23:59:59.0","","192165.93453037     ","446508.000792709    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
"3180000","CDFI2260031997000006","19971020","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","150870","서울특별시 영등포구 여의도동 13-3번지 ","서울특별시 영등포구 국회대로76길 16  (여의도동)","","맨하탄호텔","20100315171019","I","2018-08-31 23:59:59.0","","193019.645823279    ","447560.162310375    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",""
